"query","column","value"
"08_card_by_year","[Decline]","0.0112359550561798"
"08_card_by_year","Card[Card]","2129"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","27713.39"
"08_card_by_year","[Txn]","475"
"08_card_by_year","[Decline]","0.0231578947368421"
"08_card_by_year","Card[Card]","4946"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","74771.47"
"08_card_by_year","[Txn]","645"
"08_card_by_year","[Decline]","0.013953488372093"
"08_card_by_year","Card[Card]","3906"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","34276.26"
"08_card_by_year","[Txn]","515"
"08_card_by_year","[Decline]","0.0194174757281553"
"08_card_by_year","Card[Card]","5978"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","22985.36"
"08_card_by_year","[Txn]","331"
"08_card_by_year","[Decline]","0.0181268882175227"
"08_card_by_year","Card[Card]","1255"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4446.28"
"08_card_by_year","[Txn]","237"
"08_card_by_year","[Decline]","0.0210970464135021"
"08_card_by_year","Card[Card]","2502"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","19474.03"
"08_card_by_year","[Txn]","482"
"08_card_by_year","[Decline]","0.00829875518672199"
"08_card_by_year","Card[Card]","1266"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8032.55"
"08_card_by_year","[Txn]","205"
"08_card_by_year","[Decline]","0.0292682926829268"
"08_card_by_year","Card[Card]","5154"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11897.34"
"08_card_by_year","[Txn]","281"
"08_card_by_year","[Decline]","0.0142348754448399"
"08_card_by_year","Card[Card]","2276"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12841.56"
"08_card_by_year","[Txn]","708"
"08_card_by_year","[Decline]","0.0112994350282486"
"08_card_by_year","Card[Card]","5773"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16355.47"
"08_card_by_year","[Txn]","387"
"08_card_by_year","[Decline]","0.0129198966408269"
"08_card_by_year","Card[Card]","4742"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5219.61"
"08_card_by_year","[Txn]","160"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3918"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16526.49"
"08_card_by_year","[Txn]","409"
"08_card_by_year","[Decline]","0.00488997555012225"
"08_card_by_year","Card[Card]","4372"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5303.34"
"08_card_by_year","[Txn]","188"
"08_card_by_year","[Decline]","0.0159574468085106"
"08_card_by_year","Card[Card]","298"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8933.16"
"08_card_by_year","[Txn]","346"
"08_card_by_year","[Decline]","0.023121387283237"
"08_card_by_year","Card[Card]","3875"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","6467.9"
"08_card_by_year","[Txn]","415"
"08_card_by_year","[Decline]","0.0144578313253012"
"08_card_by_year","Card[Card]","4283"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5217.3"
"08_card_by_year","[Txn]","402"
"08_card_by_year","[Decline]","0.00497512437810945"
"08_card_by_year","Card[Card]","3285"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11532.16"
"08_card_by_year","[Txn]","342"
"08_card_by_year","[Decline]","0.00584795321637427"
"08_card_by_year","Card[Card]","5233"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","31885.99"
"08_card_by_year","[Txn]","540"
"08_card_by_year","[Decline]","0.0111111111111111"
"08_card_by_year","Card[Card]","5980"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","22100.85"
"08_card_by_year","[Txn]","313"
"08_card_by_year","[Decline]","0.00958466453674121"
"08_card_by_year","Card[Card]","5011"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8636.68"
"08_card_by_year","[Txn]","196"
"08_card_by_year","[Decline]","0.0204081632653061"
"08_card_by_year","Card[Card]","4297"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14851.39"
"08_card_by_year","[Txn]","506"
"08_card_by_year","[Decline]","0.0138339920948617"
"08_card_by_year","Card[Card]","3823"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7100"
"08_card_by_year","[Txn]","346"
"08_card_by_year","[Decline]","0.0144508670520231"
"08_card_by_year","Card[Card]","1228"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","2102.06"
"08_card_by_year","[Txn]","143"
"08_card_by_year","[Decline]","0.013986013986014"
"08_card_by_year","Card[Card]","3857"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","2939.68"
"08_card_by_year","[Txn]","180"
"08_card_by_year","[Decline]","0.0277777777777778"
"08_card_by_year","Card[Card]","3895"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","2012.05"
"08_card_by_year","[Txn]","157"
"08_card_by_year","[Decline]","0.00636942675159236"
"08_card_by_year","Card[Card]","5535"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9084.39"
"08_card_by_year","[Txn]","206"
"08_card_by_year","[Decline]","0.00970873786407767"
"08_card_by_year","Card[Card]","3708"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16393.27"
"08_card_by_year","[Txn]","682"
"08_card_by_year","[Decline]","0.0161290322580645"
"08_card_by_year","Card[Card]","67"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12458.33"
"08_card_by_year","[Txn]","390"
"08_card_by_year","[Decline]","0.0102564102564103"
"08_card_by_year","Card[Card]","4817"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","80835.29"
"08_card_by_year","[Txn]","1249"
"08_card_by_year","[Decline]","0.0168134507606085"
"08_card_by_year","Card[Card]","5413"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","83278.19"
"08_card_by_year","[Txn]","1258"
"08_card_by_year","[Decline]","0.0158982511923688"
"08_card_by_year","Card[Card]","3778"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9610.9"
"08_card_by_year","[Txn]","254"
"08_card_by_year","[Decline]","0.0118110236220472"
"08_card_by_year","Card[Card]","3475"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11379.27"
"08_card_by_year","[Txn]","288"
"08_card_by_year","[Decline]","0.0104166666666667"
"08_card_by_year","Card[Card]","5686"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","494.05"
"08_card_by_year","[Txn]","15"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3343"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","1995"
"08_card_by_year","[Txn]","100"
"08_card_by_year","[Decline]","0.02"
"08_card_by_year","Card[Card]","2207"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5340"
"08_card_by_year","[Txn]","440"
"08_card_by_year","[Decline]","0.0159090909090909"
"08_card_by_year","Card[Card]","226"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","6568.18"
"08_card_by_year","[Txn]","301"
"08_card_by_year","[Decline]","0.026578073089701"
"08_card_by_year","Card[Card]","1197"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","3335.28"
"08_card_by_year","[Txn]","209"
"08_card_by_year","[Decline]","0.00956937799043062"
"08_card_by_year","Card[Card]","3905"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10956.57"
"08_card_by_year","[Txn]","200"
"08_card_by_year","[Decline]","0.01"
"08_card_by_year","Card[Card]","204"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","31375.33"
"08_card_by_year","[Txn]","612"
"08_card_by_year","[Decline]","0.00980392156862745"
"08_card_by_year","Card[Card]","5928"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","15214.95"
"08_card_by_year","[Txn]","458"
"08_card_by_year","[Decline]","0.0109170305676856"
"08_card_by_year","Card[Card]","3000"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13044.14"
"08_card_by_year","[Txn]","275"
"08_card_by_year","[Decline]","0.0254545454545455"
"08_card_by_year","Card[Card]","2823"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","59953.09"
"08_card_by_year","[Txn]","891"
"08_card_by_year","[Decline]","0.0190796857463524"
"08_card_by_year","Card[Card]","1183"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","1977.6"
"08_card_by_year","[Txn]","92"
"08_card_by_year","[Decline]","0.0217391304347826"
"08_card_by_year","Card[Card]","3334"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","15113.13"
"08_card_by_year","[Txn]","437"
"08_card_by_year","[Decline]","0.0091533180778032"
"08_card_by_year","Card[Card]","4293"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4950.91"
"08_card_by_year","[Txn]","217"
"08_card_by_year","[Decline]","0.0138248847926267"
"08_card_by_year","Card[Card]","977"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","12360.88"
"08_card_by_year","[Txn]","281"
"08_card_by_year","[Decline]","0.0284697508896797"
"08_card_by_year","Card[Card]","265"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21423.02"
"08_card_by_year","[Txn]","614"
"08_card_by_year","[Decline]","0.00814332247557003"
"08_card_by_year","Card[Card]","1230"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","17573.64"
"08_card_by_year","[Txn]","898"
"08_card_by_year","[Decline]","0.0167037861915367"
"08_card_by_year","Card[Card]","5792"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21974.67"
"08_card_by_year","[Txn]","1217"
"08_card_by_year","[Decline]","0.0131470829909614"
"08_card_by_year","Card[Card]","3365"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21554.7"
"08_card_by_year","[Txn]","637"
"08_card_by_year","[Decline]","0.00941915227629513"
"08_card_by_year","Card[Card]","5350"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11580.17"
"08_card_by_year","[Txn]","253"
"08_card_by_year","[Decline]","0.0237154150197628"
"08_card_by_year","Card[Card]","6025"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","27792.47"
"08_card_by_year","[Txn]","408"
"08_card_by_year","[Decline]","0.0318627450980392"
"08_card_by_year","Card[Card]","2433"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11138.62"
"08_card_by_year","[Txn]","408"
"08_card_by_year","[Decline]","0.0122549019607843"
"08_card_by_year","Card[Card]","78"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","9266.94"
"08_card_by_year","[Txn]","212"
"08_card_by_year","[Decline]","0.00471698113207547"
"08_card_by_year","Card[Card]","5103"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","3828.74"
"08_card_by_year","[Txn]","80"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2561"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","33942.98"
"08_card_by_year","[Txn]","633"
"08_card_by_year","[Decline]","0.028436018957346"
"08_card_by_year","Card[Card]","2248"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","37692.7"
"08_card_by_year","[Txn]","697"
"08_card_by_year","[Decline]","0.0373027259684362"
"08_card_by_year","Card[Card]","4679"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","3711.48"
"08_card_by_year","[Txn]","166"
"08_card_by_year","[Decline]","0.0180722891566265"
"08_card_by_year","Card[Card]","1291"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","3164.96"
"08_card_by_year","[Txn]","178"
"08_card_by_year","[Decline]","0.0168539325842697"
"08_card_by_year","Card[Card]","5859"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","42343.16"
"08_card_by_year","[Txn]","528"
"08_card_by_year","[Decline]","0.0151515151515152"
"08_card_by_year","Card[Card]","4639"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","31080.26"
"08_card_by_year","[Txn]","508"
"08_card_by_year","[Decline]","0.00590551181102362"
"08_card_by_year","Card[Card]","4295"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","7390.93"
"08_card_by_year","[Txn]","354"
"08_card_by_year","[Decline]","0.00847457627118644"
"08_card_by_year","Card[Card]","5015"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4116.46"
"08_card_by_year","[Txn]","250"
"08_card_by_year","[Decline]","0.024"
"08_card_by_year","Card[Card]","3758"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4352.74"
"08_card_by_year","[Txn]","244"
"08_card_by_year","[Decline]","0.0245901639344262"
"08_card_by_year","Card[Card]","3105"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","45183.38"
"08_card_by_year","[Txn]","472"
"08_card_by_year","[Decline]","0.0148305084745763"
"08_card_by_year","Card[Card]","5140"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","38298.3"
"08_card_by_year","[Txn]","634"
"08_card_by_year","[Decline]","0.0189274447949527"
"08_card_by_year","Card[Card]","5549"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","8398.87"
"08_card_by_year","[Txn]","294"
"08_card_by_year","[Decline]","0.0170068027210884"
"08_card_by_year","Card[Card]","3094"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","39053.72"
"08_card_by_year","[Txn]","913"
"08_card_by_year","[Decline]","0.0120481927710843"
"08_card_by_year","Card[Card]","5666"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","17525.01"
"08_card_by_year","[Txn]","390"
"08_card_by_year","[Decline]","0.0179487179487179"
"08_card_by_year","Card[Card]","2406"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14774.64"
"08_card_by_year","[Txn]","379"
"08_card_by_year","[Decline]","0.0131926121372032"
"08_card_by_year","Card[Card]","6051"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","18368.78"
"08_card_by_year","[Txn]","363"
"08_card_by_year","[Decline]","0.0165289256198347"
"08_card_by_year","Card[Card]","2297"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","20947.84"
"08_card_by_year","[Txn]","398"
"08_card_by_year","[Decline]","0.00753768844221105"
"08_card_by_year","Card[Card]","1122"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","20259.57"
"08_card_by_year","[Txn]","383"
"08_card_by_year","[Decline]","0.010443864229765"
"08_card_by_year","Card[Card]","2419"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","1988.8"
"08_card_by_year","[Txn]","125"
"08_card_by_year","[Decline]","0.008"
"08_card_by_year","Card[Card]","5018"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4500.75"
"08_card_by_year","[Txn]","156"
"08_card_by_year","[Decline]","0.032051282051282"
"08_card_by_year","Card[Card]","2703"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4569.76"
"08_card_by_year","[Txn]","160"
"08_card_by_year","[Decline]","0.0125"
"08_card_by_year","Card[Card]","2241"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","15278.48"
"08_card_by_year","[Txn]","334"
"08_card_by_year","[Decline]","0.0179640718562874"
"08_card_by_year","Card[Card]","4991"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","4900.35"
"08_card_by_year","[Txn]","154"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5803"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","21437.23"
"08_card_by_year","[Txn]","271"
"08_card_by_year","[Decline]","0.014760147601476"
"08_card_by_year","Card[Card]","5556"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","19093.5"
"08_card_by_year","[Txn]","260"
"08_card_by_year","[Decline]","0.0115384615384615"
"08_card_by_year","Card[Card]","3492"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16395.65"
"08_card_by_year","[Txn]","459"
"08_card_by_year","[Decline]","0.0152505446623094"
"08_card_by_year","Card[Card]","958"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","16212.68"
"08_card_by_year","[Txn]","468"
"08_card_by_year","[Decline]","0.00427350427350427"
"08_card_by_year","Card[Card]","2319"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13222.57"
"08_card_by_year","[Txn]","377"
"08_card_by_year","[Decline]","0.013262599469496"
"08_card_by_year","Card[Card]","5211"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14897.16"
"08_card_by_year","[Txn]","357"
"08_card_by_year","[Decline]","0.0168067226890756"
"08_card_by_year","Card[Card]","2586"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11236.84"
"08_card_by_year","[Txn]","344"
"08_card_by_year","[Decline]","0.0174418604651163"
"08_card_by_year","Card[Card]","195"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","5163.82"
"08_card_by_year","[Txn]","270"
"08_card_by_year","[Decline]","0.0037037037037037"
"08_card_by_year","Card[Card]","5080"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13140.06"
"08_card_by_year","[Txn]","407"
"08_card_by_year","[Decline]","0.0294840294840295"
"08_card_by_year","Card[Card]","4952"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","10045.83"
"08_card_by_year","[Txn]","387"
"08_card_by_year","[Decline]","0.020671834625323"
"08_card_by_year","Card[Card]","4675"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","13579.65"
"08_card_by_year","[Txn]","231"
"08_card_by_year","[Decline]","0.0303030303030303"
"08_card_by_year","Card[Card]","3537"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14956.92"
"08_card_by_year","[Txn]","242"
"08_card_by_year","[Decline]","0.0206611570247934"
"08_card_by_year","Card[Card]","4646"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14839.53"
"08_card_by_year","[Txn]","229"
"08_card_by_year","[Decline]","0.0131004366812227"
"08_card_by_year","Card[Card]","2541"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","14276.24"
"08_card_by_year","[Txn]","254"
"08_card_by_year","[Decline]","0.031496062992126"
"08_card_by_year","Card[Card]","3457"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","15352.78"
"08_card_by_year","[Txn]","249"
"08_card_by_year","[Decline]","0.0240963855421687"
"08_card_by_year","Card[Card]","2718"
"08_card_by_year","Date[Year]","2013"
"08_card_by_year","[Spend]","11898.11"
"08_card_by_year","[Txn]","182"
"08_card_by_year","[Decline]","0.0274725274725275"
"08_card_by_year","Card[Card]","3135"
